genre,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
country,Gordon Lightfoot,Sundown,0SjnBEHZVXgCKvOrpvzL2k,67,0.794,0.427,11,-15.492,1,0.029,0.334,1.04e-05,0.0703,0.751,105.732,213400
country,Eli Young Band,Saltwater Gospel,3wlZNYZnhINy3xgQOuUhwO,62,0.686,0.619,11,-7.358,1,0.0367,0.0554,2.23e-05,0.113,0.641,114.036,186680
country,Brad Paisley,I'm Gonna Miss Her,4ipZsAA3YuqCDSXiPoEGIv,62,0.559,0.464,6,-9.687,1,0.0272,0.55,0.0,0.107,0.351,98.354,194307
country,Chris Janson,Drunk Girl,1kFBLqkTuNKlspkJ1EOGjN,61,0.485,0.306,0,-8.431,1,0.0409,0.794,0.0,0.122,0.224,203.729,207267
country,Pat Green,Wave on Wave,7rS87NoPWbAkVURdVFbGH9,62,0.671,0.755,2,-5.274,1,0.0252,0.178,2.64e-05,0.0675,0.362,103.552,244373
country,Travis Denning,After A Few,1z6wl2rwKatfmza6usanWw,62,0.617,0.849,10,-4.316,0,0.0355,0.0146,0.0,0.194,0.695,106.998,213493
country,Austin Meade,Happier Alone (feat. Koe Wetzel),4VyZr1v1MNeZbl6eV8ZJGh,62,0.316,0.809,5,-6.756,0,0.0686,0.00356,0.0,0.0717,0.389,199.784,224028
country,Carrie Underwood,All-American Girl,2dRPQFwPqAmc42mDRnsDQu,61,0.624,0.805,9,-2.632,1,0.029,0.0466,0.0,0.328,0.77,123.991,212173
country,Brett Eldredge,Drunk on Your Love,1jNNHFZmRGXZFHlil5uhei,61,0.443,0.831,11,-5.606,1,0.0616,0.414,0.0,0.204,0.588,182.064,173960
country,Russell Dickerson,She Likes It (feat. Jake Scott),6VVqPBFZIbcmv14zNfOc13,62,0.79,0.325,4,-11.689,1,0.127,0.509,0.0,0.155,0.539,126.877,163311
country,George Strait,Blue Clear Sky,59MIR30ATtW8kTaX3SCpq0,61,0.638,0.819,4,-6.646,1,0.0291,0.202,4.1e-05,0.3,0.706,124.062,174867
country,Kacey Musgraves,Merry Go 'Round,5UDqWOgDdixYMAgAyNbpgh,61,0.651,0.466,6,-9.403,1,0.0305,0.541,0.0027,0.116,0.326,86.953,206893
country,Blake Shelton,A Guy with a Girl,5sjIhQzNljMVrDklI91ezp,62,0.552,0.893,0,-4.593,1,0.0383,0.0158,0.0,0.105,0.777,163.948,189467
country,Maren Morris,Rich,4H0vNUFcHPz5lytcLjwqkr,61,0.565,0.855,5,-4.189,1,0.0557,0.0445,0.0,0.32,0.852,74.98,208893
country,John Denver,Thank God I'm a Country Boy,69HICMmc6nNLucAx3aJX9M,67,0.762,0.537,9,-9.58,1,0.0478,0.785,0.000669,0.0551,0.958,105.603,193093
country,Darius Rucker,If I Told You,4Az17HfqonKSWNsaLgTBeK,61,0.532,0.64,9,-6.684,1,0.0314,0.344,0.0,0.361,0.308,84.029,212320
country,Mark Chesnutt,Bubba Shot The Jukebox,0PsBdKWnOQGMo9smobflvy,61,0.544,0.648,7,-8.454,1,0.0549,0.307,0.0,0.0843,0.866,165.484,185840
country,Phil Vassar,Just Another Day In Paradise,4LlNoNZflek4hZyZigCxpW,61,0.596,0.706,2,-5.562,1,0.0261,0.359,0.0,0.36,0.705,146.095,233880
country,Florida Georgia Line,Blessings,7dnDBbHKyJNFXoeVwO8KBY,61,0.466,0.672,4,-5.926,1,0.036,0.737,0.0,0.0858,0.334,89.081,198520
country,Faith Hill,This Kiss,5EYWGM3Ns3iYew8ws0FatB,65,0.398,0.804,11,-5.559,1,0.0451,0.175,0.0,0.181,0.709,186.752,194307
country,Caitlyn Smith,I Can't (feat. Old Dominion),2YoOaGlM2zGpYBanN3AxrV,61,0.499,0.667,0,-4.336,1,0.0325,0.2,0.0,0.0894,0.38,137.905,210147
country,The Band Of Heathens,Hurricane,3s5NrHgyTkuinl0TgHCHeK,64,0.362,0.421,7,-8.824,1,0.0437,0.39,0.0,0.0971,0.356,64.763,319228
country,Jake Owen,Beachin',5dNGORzxFb5z3v7vSAFkTU,61,0.527,0.902,6,-5.352,1,0.0601,0.344,4.63e-05,0.0669,0.709,181.964,191040
country,Parker McCollum,To Be Loved By You,2pUQX4d3Cjh3umGkVz0XyI,61,0.475,0.805,10,-4.456,1,0.0377,0.000453,0.0,0.143,0.488,145.976,199680
country,Jason Aldean,Over You Again,4XX7RdlNW2bc5hvWTfSntk,60,0.54,0.846,7,-5.118,0,0.0341,0.0501,0.0,0.106,0.46,87.992,193027
country,Brett Young,Not Yet,5csddpxbUz4tsxnC8GB9ZH,64,0.464,0.783,1,-6.108,1,0.0378,0.000689,0.00016,0.323,0.734,170.029,174147
country,Jelly Roll,Fall in the Fall,6bXSfLBuqFQtVHNLxXbqbk,63,0.71,0.779,4,-6.954,0,0.0472,0.158,0.0,0.0997,0.366,129.093,249302
country,Thomas Rhett,Get Me Some Of That,4O1CExxinEpKZi3861NlTK,60,0.549,0.866,6,-5.306,1,0.0476,0.0733,0.0,0.25,0.767,87.964,187400
country,Old Dominion,Song for Another Time,7px4t7HGiuMUvFkEOpZEwp,61,0.498,0.804,11,-3.995,1,0.0332,0.125,0.0,0.167,0.697,166.054,191827
country,Chris Young,Losing Sleep,6waqLPcT6ruMhmd36OhmFO,61,0.584,0.621,1,-5.703,1,0.0443,0.0715,1.68e-06,0.389,0.634,92.003,178253
country,Chris Young,Drowning,59JBsvbxoibwgWLVE61acB,61,0.438,0.661,5,-5.189,1,0.0359,0.211,0.0,0.0865,0.319,75.989,189823
country,Zac Brown Band,Loving You Easy,5mhW03yGpDpkYHs9aZaxSE,61,0.721,0.585,1,-4.184,1,0.0276,0.0143,2.42e-06,0.0682,0.355,99.0,155653
country,Luke Bryan,Crash My Party,6GBUsjHfZuweYf5lQEz6mP,61,0.526,0.816,7,-4.009,1,0.0421,0.0285,0.0,0.22,0.414,144.032,234760
country,Waylon Jennings,"Luckenbach, Texas (Back to the Basics of Love)",4WScDSwAa9m48pgHugVkCo,61,0.694,0.46,7,-9.863,1,0.0322,0.697,0.00437,0.236,0.66,102.935,202027
country,Toby Keith,Made in America,7Lmwj2fe8MpGXypOuLGO2C,60,0.497,0.701,9,-5.996,1,0.0306,0.0507,0.0,0.103,0.376,172.126,193133
country,Upchurch,Hillbilly,2TlGQg8UKymxu3frqMXeO2,60,0.787,0.752,2,-5.293,1,0.105,0.0651,0.0,0.108,0.199,140.04,150857
country,Riley Green,Bury Me In Dixie,7KFbFqfBxqRtSSwkA874iv,60,0.686,0.248,1,-9.026,1,0.0392,0.324,0.0,0.0859,0.594,83.485,188250
country,Miranda Lambert,Tequila Does,2fmHMSaIadDzLPT4Im3Mze,60,0.506,0.421,0,-6.967,1,0.0353,0.159,2.65e-06,0.105,0.411,113.777,241787
country,Upchurch,Outlaw (feat. Luke Combs),0EC7AIDVljIgd6SfqCl3yE,61,0.734,0.616,1,-9.296,0,0.188,0.0271,0.0,0.27,0.421,151.168,245480
country,Eric Church,Some Of It,3d1qN7AHge6BXuVPutcpI5,61,0.56,0.736,0,-7.306,1,0.0446,0.341,9.81e-06,0.155,0.824,79.843,195147
country,Morgan Wallen,Stand Out,1obSAv22xGzYYrPWRcC4PD,61,0.461,0.879,6,-4.621,0,0.175,0.302,0.0,0.35,0.817,175.929,194107
country,George Strait,I Can Still Make Cheyenne,7yQMZQeiSKnvEgimeGPVhi,60,0.585,0.39,3,-10.233,1,0.0266,0.68,0.000769,0.0919,0.237,109.514,256067
country,Morgan Wallen,American Nights,6B4LAyly39cv8Cat9nHObl,61,0.464,0.814,7,-5.012,1,0.0313,0.13,0.000278,0.13,0.3,102.986,202267
country,Miranda Lambert,Tin Man,4ckQIgBy1gVeevf7UAereE,61,0.425,0.372,0,-10.92,1,0.03,0.861,0.0148,0.0733,0.292,79.456,259280
country,Kelsea Ballerini,homecoming queen?,1ytCra0qH6gcHnCVQwREvu,62,0.462,0.512,9,-5.443,1,0.0334,0.478,0.0,0.0993,0.29,114.014,167796
country,Morgan Wallen,Beer Don’t,2shcL1H6lVSrIaCtshedcl,62,0.59,0.855,6,-4.562,1,0.0358,0.0651,0.0,0.11,0.766,140.008,196080
country,Danielle Bradbery,Worth It,5APWbHdwUCA08ZLl0meDCh,61,0.552,0.497,5,-4.69,1,0.0323,0.272,0.0,0.144,0.363,114.843,206827
country,Cooper Alan,Colt 45 (Country Remix),0kgRRHa5CMeCciIgYT67re,64,0.631,0.744,5,-3.299,0,0.203,0.293,0.0,0.142,0.845,184.021,203804
country,Russell Dickerson,It's About Time (feat. Florida Georgia Line),5ycEpZQumS0oXR46E7tBWM,62,0.765,0.92,6,-4.362,1,0.0984,0.249,0.0,0.618,0.799,121.011,175772
country,Mark Chesnutt,I Don't Need Your Rockin' Chair - Version w/special guests,3nKLfeoq3YedJIZqvRW3Qz,62,0.68,0.589,0,-10.01,1,0.0247,0.152,0.0,0.378,0.696,93.865,168640
country,Koe Wetzel,Honey Pain,19SJLJ1Gy0xSVg44GQakNf,61,0.641,0.224,7,-13.081,1,0.0387,0.658,4.55e-06,0.0991,0.177,132.915,338347
country,Wheeler Walker Jr.,Fuck You Bitch,7uMBc5uxQRZNFowjhxH9WL,62,0.549,0.576,9,-6.282,1,0.0263,0.0364,1.94e-06,0.147,0.452,118.709,202787
country,Chase Rice,Ready Set Roll,1pbjOhmFwYC09EYU5EwB5L,60,0.513,0.803,0,-4.45,1,0.0777,0.0161,0.0,0.667,0.746,156.038,190587
country,Tim McGraw,It's Your Love,503sFkc8Y2eyGnM6cu8kHm,61,0.474,0.528,7,-8.588,1,0.0276,0.526,0.0,0.109,0.364,144.366,227333
country,Maren Morris,80s Mercedes,58spuRyMUsjKHQHEGwLC99,61,0.485,0.834,9,-5.413,1,0.0715,0.0665,0.0,0.28,0.659,90.933,211767
country,Drake White,Makin’ Me Look Good Again,1VMQYQQlYHhbudATkSJiP1,62,0.574,0.586,10,-6.141,1,0.0337,0.354,0.0,0.106,0.26,127.795,238933
country,Tracy Byrd,I'm From The Country - Single Version,5Lwc3DTWzX6JaW2x2PZezt,61,0.687,0.898,2,-3.93,1,0.042,0.206,0.0,0.284,0.952,129.542,213973
country,Morgan Wallen,Stand Alone,5Gy4y79aKl44KZ2BpmgY7P,61,0.458,0.545,5,-6.248,1,0.0285,0.312,2.76e-06,0.119,0.177,147.939,249755
country,Koe Wetzel,Austin,0IQVTeD4kcuyLKmAF5h03b,61,0.528,0.59,7,-6.099,1,0.0312,0.0331,0.0,0.673,0.367,141.991,274716
country,Kacey Musgraves,keep lookin’ up,06tKb2aBA9sma7Sftu7kSw,61,0.539,0.596,9,-8.846,0,0.0364,0.757,0.0,0.163,0.321,61.498,166320
country,Russell Dickerson,Yours - Wedding Edition,30AECxqqjI4oU91fOhAi8I,62,0.607,0.425,11,-7.974,1,0.0269,0.717,0.0,0.0883,0.538,134.001,216333
country,Dean Brody,Can’t Help Myself,2PjnsOviwyOmHTA36yU7qb,65,0.696,0.869,2,-3.453,1,0.0358,0.00392,0.0,0.162,0.663,119.99,158320
country,Eddie Rabbitt,I Love a Rainy Night,0zvNHIL7ci0ZzIoWU6RO2u,64,0.685,0.718,0,-7.724,1,0.0521,0.122,0.0,0.0556,0.958,131.463,191067
country,Lee Brice,Soul,3vCUelLOtiuNF78p9LNWZF,62,0.789,0.642,11,-8.304,1,0.0352,0.357,0.0,0.0985,0.755,121.003,167680
country,Sam Hunt,Kinfolks,52lGuLAkIVbm4LZkSf9nj0,61,0.569,0.807,0,-4.584,1,0.0464,0.0876,0.0,0.164,0.883,76.011,181933
country,Dylan Scott,Hooked,3DV49ruvI5Sl6iisPZAc2c,61,0.597,0.721,9,-6.422,1,0.0356,0.0362,0.0,0.0832,0.437,132.054,149293
country,Dierks Bentley,I Hold On,01e8dGbulrphX8j3fZDQYk,60,0.614,0.715,0,-6.451,1,0.0445,0.0849,0.000316,0.102,0.231,117.956,279533
country,LANCO,Born to Love You,77a5Eu7lC3tG0Sukt2O91U,62,0.659,0.902,7,-6.192,1,0.0296,0.131,9.89e-05,0.0574,0.81,124.988,230013
country,Rittz,Switch Lanes,2ysVuXmtSgghzyYijfj7Od,63,0.717,0.604,6,-6.602,1,0.109,0.116,9.68e-06,0.132,0.749,67.029,204270
country,Billy Currington,Don't It,4iLPK8QnOvqm0Azbsk2GDn,61,0.571,0.826,1,-4.475,1,0.0362,0.0446,0.0,0.343,0.713,90.966,189000
country,Morgan Wallen,More Than My Hometown,0eBXyY4SatzpE7opnzgXvz,62,0.621,0.882,6,-5.01,1,0.0459,0.601,0.0,0.132,0.574,126.014,216573
country,Florida Georgia Line,Stay,3grPZ1iQg2tEdh0ZCh3HTt,60,0.494,0.936,1,-2.989,1,0.0418,0.0744,0.0,0.148,0.582,141.939,199320
country,Toby Keith,How Do You Like Me Now?!,7rDcULv8vV16vetBjPJhuE,61,0.648,0.667,0,-8.986,1,0.0311,0.0534,6.94e-06,0.0908,0.669,109.609,209067
country,Dan + Shay,Nothin' Like You,4W38RXuQNuoTSwVsQA1OGC,61,0.589,0.704,4,-4.772,1,0.0303,0.151,0.0,0.067,0.437,84.956,186253
country,Rittz,In My Zone,5i2bkKprKcLgcYb07g7I5u,64,0.723,0.691,1,-6.784,0,0.219,0.279,0.0,0.0363,0.512,138.038,298200
country,Tyler Farr,Redneck Crazy,4lcXNTm9JrQpJYXqsENmFI,60,0.487,0.667,7,-4.216,0,0.0309,0.153,0.0,0.161,0.463,145.854,216040
country,Carrie Underwood,Cowboy Casanova,6OqdF0vHI9xkqswI7EK0cD,61,0.597,0.82,5,-2.529,1,0.0582,0.0328,0.0,0.119,0.576,119.969,236787
country,Luke Combs,Used to You,2HR9wF4WR2sCJP4r6l9WVF,62,0.58,0.587,6,-6.965,1,0.029,0.336,0.0,0.355,0.246,139.929,236507
country,Brooks & Dunn,Brand New Man,75QTZG8XFYKb0HQIwgCzNE,61,0.641,0.762,7,-4.355,1,0.0451,0.0904,1.26e-06,0.101,0.647,127.514,179573
country,Tyler Rich,The Difference,1zQjzfgYp0ZDSsU1dxi5g8,61,0.535,0.749,9,-5.344,1,0.0525,0.113,0.0,0.108,0.705,169.778,186973
country,Justin Moore,If Heaven Wasn't So Far Away,0aW7CSfoMBKBzLE7VerHyn,59,0.374,0.657,11,-6.086,1,0.0325,0.0434,0.0,0.219,0.376,74.234,223280
country,Rodney Atkins,These Are My People,5jFid6SUnYqohvNvNuZvIz,60,0.558,0.896,0,-3.687,1,0.0545,0.0316,0.0,0.528,0.63,90.064,213653
country,Robyn Ottolini,F-150,1k090Cp4kVflIXkQTcqIT9,63,0.434,0.688,11,-5.805,1,0.0471,0.0213,0.0,0.131,0.508,147.655,168787
country,Jason Isbell and the 400 Unit,If We Were Vampires,250RLekaiL1q9qZer975Eg,66,0.629,0.208,5,-16.225,1,0.0324,0.824,3.7e-06,0.107,0.685,96.609,215564
country,Jelly Roll,Only,4ZuiBNRL7M6ZIICenuF0zm,63,0.695,0.745,11,-4.566,1,0.0292,0.0124,0.0,0.0863,0.485,105.025,198116
country,Florida Georgia Line,Sun Daze,0El2Zyt68nYySFDG87hZgM,61,0.476,0.952,4,-3.783,1,0.041,0.0981,2.91e-06,0.438,0.849,170.062,184707
country,Morgan Wallen,Sleep When We're Dead,77Q8V48a8jGsghvaVNWMaP,61,0.564,0.822,10,-3.685,1,0.0329,0.0165,2.71e-06,0.377,0.695,149.988,261642
country,Niko Moon,NO SAD SONGS,7bL7jrv7ZOlSotkWa7UNuR,62,0.747,0.791,11,-6.273,1,0.0543,0.00965,1.34e-06,0.353,0.731,146.877,172693
country,Lee Brice,I Drive Your Truck,6aPc6SSWgTsiXrrUpJCPlj,60,0.51,0.649,11,-6.215,1,0.0348,0.0978,0.00206,0.119,0.118,141.963,234840
country,Blake Shelton,I'll Name the Dogs,609qKv3KPAbdtp0LQH2buA,62,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-06,0.202,0.763,83.392,183640
country,Carrie Underwood,Good Girl,20DfkHC5grnKNJCzZQB6KC,61,0.617,0.839,0,-2.849,0,0.0655,0.0286,0.0,0.19,0.741,128.91,205560
country,Jelly Roll,Bottle and Mary Jane,5MbtltJOrf5hTldbvaEqdV,63,0.551,0.626,11,-7.666,0,0.189,0.651,0.0,0.165,0.426,180.015,172421
country,Randy Rogers Band,Kiss Me In The Dark,3bZKIfJVpW8HktEafRnRP2,61,0.553,0.777,10,-6.176,1,0.0275,0.0083,1e-06,0.388,0.699,108.258,228893
country,Tracy Lawrence,Paint Me a Birmingham,2kZZq09uK0oR9wwYJvgacb,59,0.519,0.52,6,-4.547,1,0.03,0.0757,0.0,0.166,0.281,129.862,231053
country,Kacey Musgraves,Space Cowboy,5bum4HbCDFoB9wpsc0sQky,61,0.447,0.429,1,-7.36,1,0.028,0.718,0.0163,0.105,0.074,116.521,216280
country,Dwight Yoakam,Fast as You,6FevJcaJvt5EvsHnuJHBnb,61,0.628,0.801,4,-7.926,1,0.0282,0.000479,0.0897,0.396,0.843,125.954,285200
country,Dan + Shay,How Not To,4n0xztUAbHPUV8G3NQvF30,61,0.501,0.836,11,-3.587,0,0.0491,0.208,0.0,0.152,0.618,159.863,192000
country,Rodney Atkins,Caught Up In The Country,4aGG4VOWGv9RwlYQNsBrkE,62,0.603,0.807,7,-6.999,1,0.045,0.0123,0.0,0.539,0.685,124.099,160991
country,Carrie Underwood,Southbound,7qXPZxXn6Xmv1sjh03skiW,61,0.614,0.884,0,-4.019,1,0.0402,0.00122,0.0,0.077,0.721,100.531,202853
country,Alan Jackson,Drive (For Daddy Gene),1FV374EPG5CrjdIbIMLkcv,62,0.713,0.579,11,-8.066,1,0.0413,0.338,0.0,0.174,0.511,125.179,242733
country,Alan Jackson,Good Time,6lyKOW0FNW6aAZdKVgoM8m,62,0.652,0.767,9,-10.445,1,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,306773
country,Clay Walker,If I Could Make a Living,7njoWVpJbAiTkyT6rKwbze,60,0.599,0.75,5,-6.767,1,0.0319,0.188,0.0,0.314,0.909,156.002,134373
country,Dan + Shay,Speechless,7q7jyVU0f0hnod8tsaUmxg,61,0.631,0.44,1,-5.948,1,0.028,0.328,0.0,0.239,0.418,136.033,212745
country,Brad Paisley,Whiskey Lullaby (feat. Alison Krauss),6iblnklMzUKIXAtjk5lzIy,64,0.52,0.333,2,-11.508,1,0.0302,0.816,0.0,0.188,0.198,74.165,259893
country,Alabama,Dixieland Delight - Single Edit,1hh3iFX5vVsiD9LMwUlQeh,60,0.464,0.405,7,-12.538,1,0.033,0.208,1.1e-05,0.0611,0.514,95.852,236427
country,LOCASH,One Big Country Song,28uL97M3whSL1UWqr7hsNh,61,0.547,0.822,5,-2.85,1,0.0334,0.602,0.0,0.107,0.553,81.981,193027
country,Nate Smith,Under My Skin,3G3OwFCrkc86mMuLPOvgjc,63,0.604,0.537,8,-6.189,1,0.0346,0.131,0.0,0.163,0.48,151.757,178772
country,Brett Young,Here Tonight,38nVuIj9mi5a8oopOJhSJk,62,0.517,0.776,11,-5.271,1,0.0362,0.0144,0.0,0.113,0.448,96.002,216533
country,Chris Stapleton,Arkansas,0NdEdsXS9jbX1hnufawZ0z,63,0.484,0.954,9,-4.534,1,0.054,0.0115,0.228,0.0989,0.832,82.182,178427
country,"Hank Williams, Jr.",If Heaven Ain't A Lot Like Dixie,2VV9KHwOfrS7ZOEzPZJFLJ,60,0.729,0.553,5,-8.983,1,0.085,0.266,0.0,0.0809,0.935,78.085,164600
country,Dolly Parton,"Cuddle Up, Cozy Down Christmas",6SvzJUQd3FnuOJI1KWl9hq,61,0.658,0.515,1,-7.283,1,0.0368,0.678,0.0,0.154,0.652,110.089,219169
country,Luke Combs,All Over Again,1qUIg2DIRjuSFLBzwZ4QyE,62,0.499,0.85,7,-5.372,1,0.0808,0.00563,0.0,0.226,0.563,156.964,208880
country,Miranda Lambert,Kerosene,2yhhcHTfvLC0HzSajGYL0h,60,0.628,0.92,7,-3.252,1,0.0287,0.00687,5.34e-05,0.337,0.808,126.998,185800
country,Brantley Gilbert,How To Talk To Girls,0TmtIEVQGDMYHWmgYw3Zlq,60,0.534,0.905,6,-4.054,1,0.0339,0.0119,0.0,0.182,0.361,132.044,200133
country,John Michael Montgomery,Life's a Dance,0NyMrtH8mUuvtJjEpESn7J,60,0.64,0.533,5,-9.846,1,0.0264,0.403,0.0,0.176,0.652,135.224,188840
country,John Denver,Annie's Song,4J0DbyODwZJcmIAiTSJfMF,70,0.304,0.305,2,-10.879,1,0.0298,0.871,0.00368,0.367,0.464,146.066,180693
country,Cody Jinks,Fast Hand,5ffOXChmJBTMzgnQWZJeY4,60,0.641,0.473,9,-7.857,1,0.0322,0.0378,0.000152,0.107,0.306,141.96,230827
country,Thomas Rhett,On Me (feat. Ava Max),7k6tAZp4m93oswrPqSfBbc,64,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,164683
country,Brett Eldredge,Don't Ya,3Qe097eJNp9MfpT2PieEw0,60,0.537,0.693,9,-5.256,1,0.0847,0.0566,0.0,0.146,0.581,176.004,181210
country,Willie Nelson,Always on My Mind,2xYQTU2bbg6WVAmpY1eae4,64,0.524,0.261,2,-13.868,1,0.0272,0.755,0.00105,0.144,0.201,73.36,212667
country,Zac Brown Band,Free,4BaAxwS4VoeCYk9TuXQs7f,60,0.453,0.411,1,-7.539,1,0.0276,0.235,0.00021,0.101,0.28,75.752,228653
country,Josh Abbott Band,She's Like Texas,7k0ahlHosIWblaaIsEqJ8M,59,0.501,0.523,2,-6.906,1,0.0324,0.582,0.0,0.122,0.24,156.108,235253
country,Michael Ray,Her World or Mine,3cFWIhrapYb2VoNOUbo9Re,60,0.568,0.499,4,-6.597,1,0.0288,0.635,0.0,0.122,0.243,143.761,208507
country,Alan Jackson,Don't Rock the Jukebox,3oyByfBYegVEDwYyqx9pRd,62,0.641,0.637,7,-10.92,1,0.0262,0.0495,0.000138,0.267,0.793,147.502,171067
country,Luke Bryan,All My Friends Say,539dFCMA8lfEElDPgGpcIB,60,0.683,0.9,9,-4.422,1,0.0333,0.0439,0.0,0.177,0.962,117.036,242800
country,Chase Rice,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),1b8TpvCFqmJTd2xz9xE9s1,61,0.627,0.678,2,-4.691,1,0.0294,0.185,0.0,0.374,0.724,100.032,160839
country,Cody Johnson,God Bless the Boy (Cori's Song),6zKiLQlGDRmEmkJYtw8FAw,59,0.521,0.587,7,-6.159,1,0.0303,0.212,0.0,0.0887,0.389,146.07,206213
country,Kolton Moore & the Clever Few,Mine All Mine,5gCBDJVkU7XHkh4b9i43hn,61,0.534,0.336,8,-10.038,1,0.0286,0.56,0.0,0.0956,0.354,149.671,181560
country,Upchurch,Shoulda Named It After Me,01oxuDv2GsOoj6xxhaM8eL,60,0.475,0.88,11,-3.572,1,0.0374,0.0111,0.0,0.161,0.403,167.996,170547
country,Jason Aldean,Story For Another Glass,0xD4TAgO883NNw13D6z06T,60,0.618,0.675,7,-5.142,1,0.0257,0.188,0.0,0.123,0.67,78.008,187067
country,Martina McBride,This One's for the Girls,01CnYyPXMFRzOFVQBU8WMb,60,0.613,0.801,8,-4.431,1,0.0354,0.0626,1.15e-05,0.124,0.609,126.966,243160
country,Jake Owen,American Country Love Song,0O1x2tRm8ZpfDbcpOWZp7z,60,0.529,0.891,8,-4.36,1,0.043,0.0457,0.0,0.0942,0.329,104.031,199747
country,Jerry Reed,East Bound and Down,4NzlpYVrTYG1eo8BCu3MLB,63,0.514,0.941,7,-8.118,1,0.061,0.526,9.76e-06,0.163,0.716,120.795,168467
country,Kenny Chesney,Summertime,3cE5ltZFHmBpiS77itKaOM,60,0.48,0.928,4,-5.501,1,0.0899,0.169,0.0,0.0479,0.713,167.986,206587
country,Kenny Chesney,She's Got It All,4l8u5h7OjkZo2UmyUoeKYJ,60,0.709,0.811,7,-6.603,1,0.0323,0.093,1.08e-05,0.1,0.735,132.728,205093
country,Orleans,Still the One,2dtK02TSAuTvVYU2wGAVG0,65,0.565,0.615,4,-10.793,1,0.0384,0.0487,1.93e-06,0.16,0.591,143.928,234040
country,Cody Johnson,Dear Rodeo,5S8TnsIYMVrUg1bKxiGf6e,59,0.482,0.654,10,-5.268,1,0.0265,0.00881,0.000164,0.111,0.353,146.192,254653
country,Brantley Gilbert,Country Must Be Country Wide,454JIJlQ8GvrCoBvSfq3KA,59,0.409,0.765,11,-5.696,1,0.0412,0.0249,6.16e-06,0.104,0.5,83.093,214827
country,Gary Allan,Nothing On But The Radio,3SRuODYNV4j2ckkJ9Samju,59,0.679,0.736,9,-5.954,1,0.026,0.0572,9.25e-06,0.139,0.664,109.444,212027
country,Chris LeDoux,This Cowboy's Hat,28RV5zuHGITT0rvh4NJM6W,60,0.493,0.297,6,-14.838,0,0.0487,0.403,0.0,0.145,0.436,90.273,245173
country,Matt Stell,Everywhere But On,0ifYeH4gNXEyba41xr3I1w,60,0.563,0.722,6,-3.972,1,0.0279,0.0345,0.0,0.0795,0.309,149.903,192587
country,Keith Urban,Long Hot Summer,3PY88239tYBnAv5LQoU2oY,59,0.657,0.785,3,-8.428,1,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,273587
country,Deana Carter,Strawberry Wine,3ODF56f90W3qxDqxHAUi3v,60,0.558,0.435,1,-6.812,1,0.0264,0.302,0.0,0.0351,0.199,122.385,290467
country,Jon Langston,Right Girl Wrong Time,3l4ocz4JRx92xTAnqNTgGG,60,0.611,0.721,6,-6.133,1,0.0404,0.0253,0.0,0.126,0.217,116.929,222893
country,Kameron Marlowe,Burn 'Em All,2UBvtKeetnXn6lMnsBUrZz,61,0.632,0.886,11,-3.986,0,0.054,0.115,0.0,0.136,0.637,114.951,185306
country,Carly Pearce,Next Girl,2nkKBegmLjGjCZ0cP9xA09,60,0.585,0.872,11,-4.205,1,0.0643,0.16,0.0,0.0868,0.962,160.066,164678
country,Conway Twitty,Hello Darlin',6vmAgl2y9MpoZKrVUXrPe5,61,0.276,0.235,0,-14.352,1,0.0315,0.94,1.01e-05,0.132,0.472,170.55,149133
country,Walker Hayes,Don't Let Her,6UbUXwQn2CM5mb9vHgt1Gz,61,0.712,0.64,4,-5.219,1,0.0374,0.0987,1.32e-06,0.0787,0.713,88.026,193753
EDM,Mac DeMarco,My Kind of Woman,6jgkEbmQ2F2onEqsEhiliL,81,0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771,190846
EDM,Mac DeMarco,For the First Time,2R4AlwtrrkMaRKojcTIzmL,80,0.551,0.529,5,-10.469,0,0.0517,0.296,0.0093,0.178,0.521,75.515,182307
EDM,Mac DeMarco,Chamber Of Reflection,7H7NyZ3G075GqPx2evsfeb,80,0.538,0.557,11,-8.678,1,0.0914,0.262,0.914,0.102,0.506,131.03,231724
EDM,Topic,Breaking Me,3H7ihDc1dqLriiWXwsc2po,83,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,166794
EDM,Skrillex,Don’t Go (with Justin Bieber & Don Toliver),55sgQENF3LY1sUcJUwasLl,77,0.689,0.695,11,-5.22,1,0.0429,0.019,0.0,0.123,0.359,75.05,168253
EDM,Mac DeMarco,Freaking Out the Neighborhood,3HlK8txWAdtKMrbsqX40pl,73,0.565,0.832,8,-5.751,0,0.108,0.0638,0.0288,0.386,0.847,143.303,173889
EDM,Kygo,Higher Love,6oJ6le65B3SEqPwMRNXWjY,77,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267
